;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 23-Jan-20 23:05:58
;----------------------------------------------

;Address Opcode 	ASM
0x0A9A	0x1903      	BTFSC      STATUS, 2
0x0A9B	0x2ACE      	GOTO       L_clockMode23
0x0A9C	0x1683      	BSF        STATUS, 5
0x0A9D	0x1303      	BCF        STATUS, 6
0x0A9E	0x0839      	MOVF       _hrsT, 0
0x0A9F	0x1283      	BCF        STATUS, 5
0x0AA0	0x1703      	BSF        STATUS, 6
0x0AA1	0x009F      	MOVWF      FARG_convert_h
0x0AA2	0x1683      	BSF        STATUS, 5
0x0AA3	0x1303      	BCF        STATUS, 6
0x0AA4	0x083A      	MOVF       _hrsT+1, 0
0x0AA5	0x1283      	BCF        STATUS, 5
0x0AA6	0x1703      	BSF        STATUS, 6
0x0AA7	0x00A0      	MOVWF      FARG_convert_h+1
0x0AA8	0x1303      	BCF        STATUS, 6
0x0AA9	0x086C      	MOVF       _minsT, 0
0x0AAA	0x1703      	BSF        STATUS, 6
0x0AAB	0x00A1      	MOVWF      FARG_convert_m
0x0AAC	0x1303      	BCF        STATUS, 6
0x0AAD	0x086D      	MOVF       _minsT+1, 0
0x0AAE	0x1703      	BSF        STATUS, 6
0x0AAF	0x00A2      	MOVWF      FARG_convert_m+1
0x0AB0	0x1303      	BCF        STATUS, 6
0x0AB1	0x086E      	MOVF       _secsT, 0
0x0AB2	0x1703      	BSF        STATUS, 6
0x0AB3	0x00A3      	MOVWF      FARG_convert_s
0x0AB4	0x1303      	BCF        STATUS, 6
0x0AB5	0x086F      	MOVF       _secsT+1, 0
0x0AB6	0x1703      	BSF        STATUS, 6
0x0AB7	0x00A4      	MOVWF      FARG_convert_s+1
0x0AB8	0x30D9      	MOVLW      _text
0x0AB9	0x00A5      	MOVWF      FARG_convert_output
0x0ABA	0x118A      	BCF        PCLATH, 3
0x0ABB	0x238C      	CALL       _convert
0x0ABC	0x158A      	BSF        PCLATH, 3
0x0ABD	0x3002      	MOVLW      2
0x0ABE	0x009F      	MOVWF      FARG_Lcd_Out_row
0x0ABF	0x3001      	MOVLW      1
0x0AC0	0x00A0      	MOVWF      FARG_Lcd_Out_column
0x0AC1	0x30D9      	MOVLW      _text
0x0AC2	0x00A1      	MOVWF      FARG_Lcd_Out_text
0x0AC3	0x118A      	BCF        PCLATH, 3
0x0AC4	0x23E9      	CALL       _Lcd_Out
0x0AC5	0x158A      	BSF        PCLATH, 3
0x0AC6	0x1303      	BCF        STATUS, 6
0x0AC7	0x086C      	MOVF       _minsT, 0
0x0AC8	0x1703      	BSF        STATUS, 6
0x0AC9	0x0093      	MOVWF      _minOldState
0x0ACA	0x1303      	BCF        STATUS, 6
0x0ACB	0x086D      	MOVF       _minsT+1, 0
0x0ACC	0x1703      	BSF        STATUS, 6
0x0ACD	0x0094      	MOVWF      _minOldState+1
L_clockMode23:
L_clockMode22:
0x0ACE	0x2A63      	GOTO       L_clockMode19
L_clockMode20:
L_end_clockMode:
0x0ACF	0x0008      	RETURN
; end of _clockMode
_incMINS:
0x0AD0	0x1283      	BCF        STATUS, 5
0x0AD1	0x1703      	BSF        STATUS, 6
0x0AD2	0x082B      	MOVF       FARG_incMINS_mins, 0
0x0AD3	0x0084      	MOVWF      FSR
0x0AD4	0x0800      	MOVF       INDF, 0
0x0AD5	0x00F0      	MOVWF      R0
0x0AD6	0x0A84      	INCF       FSR, 1
0x0AD7	0x0800      	MOVF       INDF, 0
0x0AD8	0x00F1      	MOVWF      R0+1
0x0AD9	0x0AF0      	INCF       R0, 1
0x0ADA	0x1903      	BTFSC      STATUS, 2
0x0ADB	0x0AF1      	INCF       R0+1, 1
0x0ADC	0x082B      	MOVF       FARG_incMINS_mins, 0
0x0ADD	0x0084      	MOVWF      FSR
0x0ADE	0x0870      	MOVF       R0, 0
0x0ADF	0x0080      	MOVWF      INDF
0x0AE0	0x0871      	MOVF       R0+1, 0
0x0AE1	0x0A84      	INCF       FSR, 1
0x0AE2	0x0080      	MOVWF      INDF
0x0AE3	0x082B      	MOVF       FARG_incMINS_mins, 0
0x0AE4	0x0084      	MOVWF      FSR
0x0AE5	0x0800      	MOVF       INDF, 0
0x0AE6	0x00F1      	MOVWF      R1
0x0AE7	0x0A84      	INCF       FSR, 1
0x0AE8	0x0800      	MOVF       INDF, 0
0x0AE9	0x00F2      	MOVWF      R1+1
0x0AEA	0x3000      	MOVLW      0
0x0AEB	0x0672      	XORWF      R1+1, 0
0x0AEC	0x1D03      	BTFSS      STATUS, 2
0x0AED	0x2AF0      	GOTO       L__incMINS136
0x0AEE	0x303C      	MOVLW      60
0x0AEF	0x0671      	XORWF      R1, 0
L__incMINS136:
0x0AF0	0x1D03      	BTFSS      STATUS, 2
0x0AF1	0x2AF7      	GOTO       L_incMINS9
0x0AF2	0x082B      	MOVF       FARG_incMINS_mins, 0
0x0AF3	0x0084      	MOVWF      FSR
0x0AF4	0x0180      	CLRF       INDF
0x0AF5	0x0A84      	INCF       FSR, 1
0x0AF6	0x0180      	CLRF       INDF
L_incMINS9:
L_end_incMINS:
0x0AF7	0x0008      	RETURN
; end of _incMINS
_izracunajStopericu:
0x0AF8	0x1283      	BCF        STATUS, 5
0x0AF9	0x1303      	BCF        STATUS, 6
0x0AFA	0x0837      	MOVF       _secsS, 0
0x0AFB	0x3E01      	ADDLW      1
0x0AFC	0x00F0      	MOVWF      R0
0x0AFD	0x3000      	MOVLW      0
0x0AFE	0x1803      	BTFSC      STATUS, 0
0x0AFF	0x3E01      	ADDLW      1
0x0B00	0x0738      	ADDWF      _secsS+1, 0
0x0B01	0x00F1      	MOVWF      R0+1
0x0B02	0x0870      	MOVF       R0, 0
0x0B03	0x00B7      	MOVWF      _secsS
0x0B04	0x0871      	MOVF       R0+1, 0
0x0B05	0x00B8      	MOVWF      _secsS+1
0x0B06	0x3000      	MOVLW      0
0x0B07	0x0638      	XORWF      _secsS+1, 0
0x0B08	0x1D03      	BTFSS      STATUS, 2
0x0B09	0x2B0C      	GOTO       L__izracunajStopericu150
0x0B0A	0x303C      	MOVLW      60
0x0B0B	0x0637      	XORWF      _secsS, 0
L__izracunajStopericu150:
0x0B0C	0x1D03      	BTFSS      STATUS, 2
0x0B0D	0x2B1C      	GOTO       L_izracunajStopericu24
0x0B0E	0x0831      	MOVF       _minsS, 0
0x0B0F	0x3E01      	ADDLW      1
0x0B10	0x00F0      	MOVWF      R0
0x0B11	0x3000      	MOVLW      0
0x0B12	0x1803      	BTFSC      STATUS, 0
0x0B13	0x3E01      	ADDLW      1
0x0B14	0x0732      	ADDWF      _minsS+1, 0
0x0B15	0x00F1      	MOVWF      R0+1
0x0B16	0x0870      	MOVF       R0, 0
0x0B17	0x00B1      	MOVWF      _minsS
0x0B18	0x0871      	MOVF       R0+1, 0
0x0B19	0x00B2      	MOVWF      _minsS+1
0x0B1A	0x01B7      	CLRF       _secsS
0x0B1B	0x01B8      	CLRF       _secsS+1
L_izracunajStopericu24:
0x0B1C	0x3000      	MOVLW      0
0x0B1D	0x0632      	XORWF      _minsS+1, 0
0x0B1E	0x1D03      	BTFSS      STATUS, 2
0x0B1F	0x2B22      	GOTO       L__izracunajStopericu151
0x0B20	0x303C      	MOVLW      60
0x0B21	0x0631      	XORWF      _minsS, 0
L__izracunajStopericu151:
0x0B22	0x1D03      	BTFSS      STATUS, 2
0x0B23	0x2B32      	GOTO       L_izracunajStopericu25
0x0B24	0x0833      	MOVF       _hrsS, 0
0x0B25	0x3E01      	ADDLW      1
0x0B26	0x00F0      	MOVWF      R0
0x0B27	0x3000      	MOVLW      0
0x0B28	0x1803      	BTFSC      STATUS, 0
0x0B29	0x3E01      	ADDLW      1
0x0B2A	0x0734      	ADDWF      _hrsS+1, 0
0x0B2B	0x00F1      	MOVWF      R0+1
0x0B2C	0x0870      	MOVF       R0, 0
0x0B2D	0x00B3      	MOVWF      _hrsS
0x0B2E	0x0871      	MOVF       R0+1, 0
0x0B2F	0x00B4      	MOVWF      _hrsS+1
0x0B30	0x01B1      	CLRF       _minsS
0x0B31	0x01B2      	CLRF       _minsS+1
L_izracunajStopericu25:
L_end_izracunajStopericu:
0x0B32	0x0008      	RETURN
; end of _izracunajStopericu
_incHRS:
0x0B33	0x1283      	BCF        STATUS, 5
0x0B34	0x1703      	BSF        STATUS, 6
0x0B35	0x082B      	MOVF       FARG_incHRS_hrs, 0
0x0B36	0x0084      	MOVWF      FSR
0x0B37	0x0800      	MOVF       INDF, 0
0x0B38	0x00F0      	MOVWF      R0
0x0B39	0x0A84      	INCF       FSR, 1
0x0B3A	0x0800      	MOVF       INDF, 0
0x0B3B	0x00F1      	MOVWF      R0+1
0x0B3C	0x0AF0      	INCF       R0, 1
0x0B3D	0x1903      	BTFSC      STATUS, 2
0x0B3E	0x0AF1      	INCF       R0+1, 1
0x0B3F	0x082B      	MOVF       FARG_incHRS_hrs, 0
0x0B40	0x0084      	MOVWF      FSR
0x0B41	0x0870      	MOVF       R0, 0
0x0B42	0x0080      	MOVWF      INDF
0x0B43	0x0871      	MOVF       R0+1, 0
0x0B44	0x0A84      	INCF       FSR, 1
0x0B45	0x0080      	MOVWF      INDF
0x0B46	0x082B      	MOVF       FARG_incHRS_hrs, 0
0x0B47	0x0084      	MOVWF      FSR
0x0B48	0x0800      	MOVF       INDF, 0
0x0B49	0x00F1      	MOVWF      R1
0x0B4A	0x0A84      	INCF       FSR, 1
0x0B4B	0x0800      	MOVF       INDF, 0
0x0B4C	0x00F2      	MOVWF      R1+1
0x0B4D	0x3000      	MOVLW      0
0x0B4E	0x0672      	XORWF      R1+1, 0
0x0B4F	0x1D03      	BTFSS      STATUS, 2
0x0B50	0x2B53      	GOTO       L__incHRS134
0x0B51	0x3018      	MOVLW      24
0x0B52	0x0671      	XORWF      R1, 0
L__incHRS134:
0x0B53	0x1D03      	BTFSS      STATUS, 2
0x0B54	0x2B5A      	GOTO       L_incHRS8
0x0B55	0x082B      	MOVF       FARG_incHRS_hrs, 0
0x0B56	0x0084      	MOVWF      FSR
0x0B57	0x0180      	CLRF       INDF
0x0B58	0x0A84      	INCF       FSR, 1
0x0B59	0x0180      	CLRF       INDF
L_incHRS8:
L_end_incHRS:
0x0B5A	0x0008      	RETURN
; end of _incHRS
_main:
0x0B5B	0x2434      	CALL       3124
0x0B5C	0x1683      	BSF        STATUS, 5
0x0B5D	0x1303      	BCF        STATUS, 6
0x0B5E	0x151C      	BSF        CMCON, 2
0x0B5F	0x149C      	BSF        CMCON, 1
0x0B60	0x141C      	BSF        CMCON, 0
0x0B61	0x20E3      	CALL       _Lcd_Init
0x0B62	0x300C      	MOVLW      12
0x0B63	0x00AA      	MOVWF      FARG_Lcd_Cmd_out_char
0x0B64	0x118A      	BCF        PCLATH, 3
0x0B65	0x2285      	CALL       _Lcd_Cmd
0x0B66	0x158A      	BSF        PCLATH, 3
0x0B67	0x30FF      	MOVLW      255
0x0B68	0x1683      	BSF        STATUS, 5
0x0B69	0x0086      	MOVWF      TRISB
0x0B6A	0x3098      	MOVLW      152
0x0B6B	0x048B      	IORWF      INTCON, 1
0x0B6C	0x3031      	MOVLW      49
0x0B6D	0x1283      	BCF        STATUS, 5
0x0B6E	0x0090      	MOVWF      T1CON
0x0B6F	0x178B      	BSF        INTCON, 7
0x0B70	0x170B      	BSF        INTCON, 6
0x0B71	0x1683      	BSF        STATUS, 5
0x0B72	0x140C      	BSF        PIE1, 0
0x0B73	0x1283      	BCF        STATUS, 5
0x0B74	0x100C      	BCF        PIR1, 0
0x0B75	0x300B      	MOVLW      11
0x0B76	0x008F      	MOVWF      TMR1H
0x0B77	0x30DF      	MOVLW      223
0x0B78	0x008E      	MOVWF      TMR1L
0x0B79	0x1683      	BSF        STATUS, 5
0x0B7A	0x1681      	BSF        OPTION_REG, 5
0x0B7B	0x1201      	BCF        OPTION_REG, 4
0x0B7C	0x1181      	BCF        OPTION_REG, 3
0x0B7D	0x1401      	BSF        OPTION_REG, 0
0x0B7E	0x1481      	BSF        OPTION_REG, 1
0x0B7F	0x1501      	BSF        OPTION_REG, 2
0x0B80	0x168B      	BSF        INTCON, 5
0x0B81	0x110B      	BCF        INTCON, 2
0x0B82	0x303F      	MOVLW      63
0x0B83	0x1283      	BCF        STATUS, 5
0x0B84	0x0081      	MOVWF      TMR0
0x0B85	0x3048      	MOVLW      72
0x0B86	0x0492      	IORWF      T2CON, 1
0x0B87	0x1512      	BSF        T2CON, 2
0x0B88	0x1492      	BSF        T2CON, 1
0x0B89	0x1012      	BCF        T2CON, 0
0x0B8A	0x307C      	MOVLW      124
0x0B8B	0x1683      	BSF        STATUS, 5
0x0B8C	0x0092      	MOVWF      PR2
0x0B8D	0x1283      	BCF        STATUS, 5
0x0B8E	0x108C      	BCF        PIR1, 1
0x0B8F	0x1683      	BSF        STATUS, 5
0x0B90	0x148C      	BSF        PIE1, 1
0x0B91	0x1283      	BCF        STATUS, 5
0x0B92	0x1112      	BCF        TMR2ON_bit, BitPos(TMR2ON_bit+0)
0x0B93	0x1683      	BSF        STATUS, 5
0x0B94	0x1207      	BCF        TRISC, 4
0x0B95	0x1283      	BCF        STATUS, 5
0x0B96	0x1207      	BCF        PORTC, 4
0x0B97	0x3063      	MOVLW      99
0x0B98	0x1703      	BSF        STATUS, 6
0x0B99	0x0093      	MOVWF      _minOldState
0x0B9A	0x3000      	MOVLW      0
0x0B9B	0x0094      	MOVWF      _minOldState+1
0x0B9C	0x1683      	BSF        STATUS, 5
0x0B9D	0x1303      	BCF        STATUS, 6
0x0B9E	0x1207      	BCF        TRISC, 4
L_main103:
0x0B9F	0x2BB2      	GOTO       L_main105
L_main107:
0x0BA0	0x2228      	CALL       _clockMode
0x0BA1	0x2BE4      	GOTO       L_main106
L_main108:
0x0BA2	0x2160      	CALL       _editClockMode
0x0BA3	0x2BE4      	GOTO       L_main106
L_main109:
0x0BA4	0x118A      	BCF        PCLATH, 3
0x0BA5	0x25E4      	CALL       _stopWatchMode
0x0BA6	0x158A      	BSF        PCLATH, 3
0x0BA7	0x2BE4      	GOTO       L_main106
L_main110:
0x0BA8	0x118A      	BCF        PCLATH, 3
0x0BA9	0x257C      	CALL       _alarmMode
0x0BAA	0x158A      	BSF        PCLATH, 3
0x0BAB	0x2BE4      	GOTO       L_main106
L_main111:
0x0BAC	0x2000      	CALL       _editAlarmMode
0x0BAD	0x2BE4      	GOTO       L_main106
L_main112:
0x0BAE	0x118A      	BCF        PCLATH, 3
0x0BAF	0x2726      	CALL       _alarmActivatedMode
0x0BB0	0x158A      	BSF        PCLATH, 3
0x0BB1	0x2BE4      	GOTO       L_main106
L_main105:
0x0BB2	0x1283      	BCF        STATUS, 5
0x0BB3	0x1303      	BCF        STATUS, 6
0x0BB4	0x3000      	MOVLW      0
0x0BB5	0x063A      	XORWF      _mode+1, 0
0x0BB6	0x1D03      	BTFSS      STATUS, 2
0x0BB7	0x2BBA      	GOTO       L__main207
0x0BB8	0x3000      	MOVLW      0
0x0BB9	0x0639      	XORWF      _mode, 0
L__main207:
0x0BBA	0x1903      	BTFSC      STATUS, 2
0x0BBB	0x2BA0      	GOTO       L_main107
0x0BBC	0x3000      	MOVLW      0
0x0BBD	0x063A      	XORWF      _mode+1, 0
0x0BBE	0x1D03      	BTFSS      STATUS, 2
0x0BBF	0x2BC2      	GOTO       L__main208
0x0BC0	0x300A      	MOVLW      10
0x0BC1	0x0639      	XORWF      _mode, 0
L__main208:
0x0BC2	0x1903      	BTFSC      STATUS, 2
0x0BC3	0x2BA2      	GOTO       L_main108
0x0BC4	0x3000      	MOVLW      0
0x0BC5	0x063A      	XORWF      _mode+1, 0
0x0BC6	0x1D03      	BTFSS      STATUS, 2
0x0BC7	0x2BCA      	GOTO       L__main209
0x0BC8	0x3001      	MOVLW      1
0x0BC9	0x0639      	XORWF      _mode, 0
L__main209:
0x0BCA	0x1903      	BTFSC      STATUS, 2
0x0BCB	0x2BA4      	GOTO       L_main109
0x0BCC	0x3000      	MOVLW      0
0x0BCD	0x063A      	XORWF      _mode+1, 0
0x0BCE	0x1D03      	BTFSS      STATUS, 2
0x0BCF	0x2BD2      	GOTO       L__main210
0x0BD0	0x3002      	MOVLW      2
0x0BD1	0x0639      	XORWF      _mode, 0
L__main210:
0x0BD2	0x1903      	BTFSC      STATUS, 2
0x0BD3	0x2BA8      	GOTO       L_main110
0x0BD4	0x3000      	MOVLW      0
0x0BD5	0x063A      	XORWF      _mode+1, 0
0x0BD6	0x1D03      	BTFSS      STATUS, 2
0x0BD7	0x2BDA      	GOTO       L__main211
0x0BD8	0x3014      	MOVLW      20
0x0BD9	0x0639      	XORWF      _mode, 0
L__main211:
0x0BDA	0x1903      	BTFSC      STATUS, 2
0x0BDB	0x2BAC      	GOTO       L_main111
0x0BDC	0x3000      	MOVLW      0
0x0BDD	0x063A      	XORWF      _mode+1, 0
0x0BDE	0x1D03      	BTFSS      STATUS, 2
0x0BDF	0x2BE2      	GOTO       L__main212
0x0BE0	0x301E      	MOVLW      30
0x0BE1	0x0639      	XORWF      _mode, 0
L__main212:
0x0BE2	0x1903      	BTFSC      STATUS, 2
0x0BE3	0x2BAE      	GOTO       L_main112
L_main106:
0x0BE4	0x2B9F      	GOTO       L_main103
L_end_main:
0x0BE5	0x2BE5      	GOTO       $+0
; end of _main
0x0C34	0x3023      	MOVLW      35
0x0C35	0x0084      	MOVWF      FSR
0x0C36	0x3049      	MOVLW      73
0x0C37	0x1283      	BCF        STATUS, 5
0x0C38	0x1303      	BCF        STATUS, 6
0x0C39	0x00F0      	MOVWF      R0
0x0C3A	0x30EB      	MOVLW      235
0x0C3B	0x1703      	BSF        STATUS, 6
0x0C3C	0x0097      	MOVWF      ___DoICPAddr
0x0C3D	0x300B      	MOVLW      11
0x0C3E	0x0098      	MOVWF      280
0x0C3F	0x118A      	BCF        PCLATH, 3
0x0C40	0x276B      	CALL       1899
0x0C41	0x158A      	BSF        PCLATH, 3
0x0C42	0x30A0      	MOVLW      160
0x0C43	0x0084      	MOVWF      FSR
0x0C44	0x3017      	MOVLW      23
0x0C45	0x1283      	BCF        STATUS, 5
0x0C46	0x1303      	BCF        STATUS, 6
0x0C47	0x00F0      	MOVWF      R0
0x0C48	0x30E3      	MOVLW      227
0x0C49	0x1703      	BSF        STATUS, 6
0x0C4A	0x0097      	MOVWF      ___DoICPAddr
0x0C4B	0x3007      	MOVLW      7
0x0C4C	0x0098      	MOVWF      280
0x0C4D	0x118A      	BCF        PCLATH, 3
0x0C4E	0x276B      	CALL       1899
0x0C4F	0x158A      	BSF        PCLATH, 3
0x0C50	0x306C      	MOVLW      108
0x0C51	0x0084      	MOVWF      FSR
0x0C52	0x3004      	MOVLW      4
0x0C53	0x1283      	BCF        STATUS, 5
0x0C54	0x1303      	BCF        STATUS, 6
0x0C55	0x00F0      	MOVWF      R0
0x0C56	0x30FA      	MOVLW      250
0x0C57	0x1703      	BSF        STATUS, 6
0x0C58	0x0097      	MOVWF      ___DoICPAddr
0x0C59	0x3007      	MOVLW      7
0x0C5A	0x0098      	MOVWF      280
0x0C5B	0x118A      	BCF        PCLATH, 3
0x0C5C	0x276B      	CALL       1899
0x0C5D	0x158A      	BSF        PCLATH, 3
0x0C5E	0x30B7      	MOVLW      183
0x0C5F	0x0084      	MOVWF      FSR
0x0C60	0x301A      	MOVLW      26
0x0C61	0x1283      	BCF        STATUS, 5
0x0C62	0x1303      	BCF        STATUS, 6
0x0C63	0x00F0      	MOVWF      R0
0x0C64	0x30C9      	MOVLW      201
0x0C65	0x1703      	BSF        STATUS, 6
0x0C66	0x0097      	MOVWF      ___DoICPAddr
0x0C67	0x3007      	MOVLW      7
0x0C68	0x0098      	MOVWF      280
0x0C69	0x118A      	BCF        PCLATH, 3
0x0C6A	0x276B      	CALL       1899
0x0C6B	0x158A      	BSF        PCLATH, 3
0x0C6C	0x0008      	RETURN
;PicADigitalClock.c,0 :: ?ICS_minsEDIT
0x07C9	0x3400 ;?ICS_minsEDIT+0
0x07CA	0x3400 ;?ICS_minsEDIT+1
; end of ?ICS_minsEDIT
;PicADigitalClock.c,0 :: ?ICS_hrsT
0x07CB	0x3401 ;?ICS_hrsT+0
0x07CC	0x3400 ;?ICS_hrsT+1
; end of ?ICS_hrsT
;PicADigitalClock.c,0 :: ?ICS_minsA
0x07CD	0x3400 ;?ICS_minsA+0
0x07CE	0x3400 ;?ICS_minsA+1
; end of ?ICS_minsA
;PicADigitalClock.c,0 :: ?ICS?lstr3_PicADigitalClock
0x07CF	0x3441 ;?ICS?lstr3_PicADigitalClock+0
0x07D0	0x344C ;?ICS?lstr3_PicADigitalClock+1
0x07D1	0x3441 ;?ICS?lstr3_PicADigitalClock+2
0x07D2	0x3452 ;?ICS?lstr3_PicADigitalClock+3
0x07D3	0x344D ;?ICS?lstr3_PicADigitalClock+4
0x07D4	0x3421 ;?ICS?lstr3_PicADigitalClock+5
0x07D5	0x3400 ;?ICS?lstr3_PicADigitalClock+6
; end of ?ICS?lstr3_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS_hrsA
0x07D6	0x3400 ;?ICS_hrsA+0
0x07D7	0x3400 ;?ICS_hrsA+1
; end of ?ICS_hrsA
;PicADigitalClock.c,0 :: ?ICS?lstr4_PicADigitalClock
0x07D8	0x3453 ;?ICS?lstr4_PicADigitalClock+0
0x07D9	0x3474 ;?ICS?lstr4_PicADigitalClock+1
0x07DA	0x346F ;?ICS?lstr4_PicADigitalClock+2
0x07DB	0x3470 ;?ICS?lstr4_PicADigitalClock+3
0x07DC	0x3477 ;?ICS?lstr4_PicADigitalClock+4
0x07DD	0x3461 ;?ICS?lstr4_PicADigitalClock+5
0x07DE	0x3474 ;?ICS?lstr4_PicADigitalClock+6
0x07DF	0x3463 ;?ICS?lstr4_PicADigitalClock+7
0x07E0	0x3468 ;?ICS?lstr4_PicADigitalClock+8
0x07E1	0x343A ;?ICS?lstr4_PicADigitalClock+9
0x07E2	0x3400 ;?ICS?lstr4_PicADigitalClock+10
; end of ?ICS?lstr4_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS?lstr9_PicADigitalClock
0x07E3	0x3450 ;?ICS?lstr9_PicADigitalClock+0
0x07E4	0x3472 ;?ICS?lstr9_PicADigitalClock+1
0x07E5	0x3465 ;?ICS?lstr9_PicADigitalClock+2
0x07E6	0x3473 ;?ICS?lstr9_PicADigitalClock+3
0x07E7	0x3473 ;?ICS?lstr9_PicADigitalClock+4
0x07E8	0x3420 ;?ICS?lstr9_PicADigitalClock+5
0x07E9	0x3445 ;?ICS?lstr9_PicADigitalClock+6
0x07EA	0x3444 ;?ICS?lstr9_PicADigitalClock+7
0x07EB	0x3449 ;?ICS?lstr9_PicADigitalClock+8
0x07EC	0x3454 ;?ICS?lstr9_PicADigitalClock+9
0x07ED	0x3400 ;?ICS?lstr9_PicADigitalClock+10
; end of ?ICS?lstr9_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS?lstr5_PicADigitalClock
0x07EE	0x3445 ;?ICS?lstr5_PicADigitalClock+0
0x07EF	0x3464 ;?ICS?lstr5_PicADigitalClock+1
0x07F0	0x3469 ;?ICS?lstr5_PicADigitalClock+2
0x07F1	0x3474 ;?ICS?lstr5_PicADigitalClock+3
0x07F2	0x3420 ;?ICS?lstr5_PicADigitalClock+4
0x07F3	0x3441 ;?ICS?lstr5_PicADigitalClock+5
0x07F4	0x346C ;?ICS?lstr5_PicADigitalClock+6
0x07F5	0x3461 ;?ICS?lstr5_PicADigitalClock+7
0x07F6	0x3472 ;?ICS?lstr5_PicADigitalClock+8
0x07F7	0x346D ;?ICS?lstr5_PicADigitalClock+9
0x07F8	0x343A ;?ICS?lstr5_PicADigitalClock+10
0x07F9	0x3400 ;?ICS?lstr5_PicADigitalClock+11
; end of ?ICS?lstr5_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS_minsT
0x07FA	0x3402 ;?ICS_minsT+0
0x07FB	0x3400 ;?ICS_minsT+1
; end of ?ICS_minsT
;PicADigitalClock.c,0 :: ?ICS_secsT
0x07FC	0x342D ;?ICS_secsT+0
0x07FD	0x3400 ;?ICS_secsT+1
; end of ?ICS_secsT
;PicADigitalClock.c,0 :: ?ICS?lstr1_PicADigitalClock
0x0BEB	0x3445 ;?ICS?lstr1_PicADigitalClock+0
0x0BEC	0x3464 ;?ICS?lstr1_PicADigitalClock+1
0x0BED	0x3469 ;?ICS?lstr1_PicADigitalClock+2
0x0BEE	0x3474 ;?ICS?lstr1_PicADigitalClock+3
0x0BEF	0x3420 ;?ICS?lstr1_PicADigitalClock+4
0x0BF0	0x3443 ;?ICS?lstr1_PicADigitalClock+5
0x0BF1	0x346C ;?ICS?lstr1_PicADigitalClock+6
0x0BF2	0x346F ;?ICS?lstr1_PicADigitalClock+7
0x0BF3	0x3463 ;?ICS?lstr1_PicADigitalClock+8
0x0BF4	0x346B ;?ICS?lstr1_PicADigitalClock+9
0x0BF5	0x343A ;?ICS?lstr1_PicADigitalClock+10
0x0BF6	0x3400 ;?ICS?lstr1_PicADigitalClock+11
; end of ?ICS?lstr1_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS_countT
0x0BF7	0x3400 ;?ICS_countT+0
0x0BF8	0x3400 ;?ICS_countT+1
; end of ?ICS_countT
;PicADigitalClock.c,0 :: ?ICS_minsS
0x0BF9	0x3400 ;?ICS_minsS+0
0x0BFA	0x3400 ;?ICS_minsS+1
; end of ?ICS_minsS
;PicADigitalClock.c,0 :: ?ICS_hrsS
0x0BFB	0x3400 ;?ICS_hrsS+0
0x0BFC	0x3400 ;?ICS_hrsS+1
; end of ?ICS_hrsS
;PicADigitalClock.c,0 :: ?ICS_countS
0x0BFD	0x3400 ;?ICS_countS+0
0x0BFE	0x3400 ;?ICS_countS+1
; end of ?ICS_countS
;PicADigitalClock.c,0 :: ?ICS_secsS
0x0BFF	0x3400 ;?ICS_secsS+0
0x0C00	0x3400 ;?ICS_secsS+1
; end of ?ICS_secsS
;PicADigitalClock.c,0 :: ?ICS_mode
0x0C01	0x3400 ;?ICS_mode+0
0x0C02	0x3400 ;?ICS_mode+1
; end of ?ICS_mode
;PicADigitalClock.c,0 :: ?ICS_hrsEDIT
0x0C03	0x3400 ;?ICS_hrsEDIT+0
0x0C04	0x3400 ;?ICS_hrsEDIT+1
; end of ?ICS_hrsEDIT
;PicADigitalClock.c,0 :: ?ICS?lstr6_PicADigitalClock
0x0C05	0x3441 ;?ICS?lstr6_PicADigitalClock+0
0x0C06	0x346C ;?ICS?lstr6_PicADigitalClock+1
0x0C07	0x3461 ;?ICS?lstr6_PicADigitalClock+2
0x0C08	0x3472 ;?ICS?lstr6_PicADigitalClock+3
0x0C09	0x346D ;?ICS?lstr6_PicADigitalClock+4
0x0C0A	0x343A ;?ICS?lstr6_PicADigitalClock+5
0x0C0B	0x3400 ;?ICS?lstr6_PicADigitalClock+6
; end of ?ICS?lstr6_PicADigitalClock
;PicADigitalClock.c,0 :: ?ICS?lstr7_PicADigitalClock
0x0C0C	0x3450 ;?ICS?lstr7_PicADigitalClock+0
0x0C0D	0x3472 ;?ICS?lstr7_PicADigitalClock+1
0x0C0E	0x3465 ;?ICS?lstr7_PicADigitalClock+2
0x0C0F	0x3473 ;?ICS?lstr7_PicADigitalClock+3
0x0C10	0x3473 ;?ICS?lstr7_PicADigitalClock+4
0x0C11	0x3420 ;?ICS?lstr7_PicADigitalClock+5
0x0C12	0x3474 ;?ICS?lstr7_PicADigitalClock+6
0x0C13	0x346F ;?ICS?lstr7_PicADigitalClock+7
0x0C14	0x3420 ;?ICS?lstr7_PicADigitalClock+8
0x0C15	0x3445 ;?ICS?lstr7_PicADigitalClock+9
0x0C16	0x3464 ;?ICS?lstr7_PicADigitalClock+10
